data,hora,temperatura_celsius,velocidade_vento_ms,direcao_vento_graus
2024-01-15,00:00:00,25.62,4.63,115.3
2024-01-15,03:00:00,25.79,4.19,142.1
2024-01-15,06:00:00,26.49,2.79,123.4
2024-01-15,09:00:00,26.66,3.49,157.2
2024-01-15,12:00:00,31.14,3.55,130.2
2024-01-15,15:00:00,29.56,4.04,110.4
2024-01-15,18:00:00,24.76,0.91,121.2
2024-01-15,21:00:00,30.21,2.61,158.9
2024-01-16,00:00:00,21.07,2.96,149.1
2024-01-16,03:00:00,21.2,2.84,149.6
2024-01-16,06:00:00,25.32,4.45,183.0
2024-01-16,09:00:00,24.68,4.96,166.6
2024-01-16,12:00:00,28.4,3.33,140.8
2024-01-16,15:00:00,29.79,5.35,87.0
2024-01-16,18:00:00,25.98,4.8,135.3
2024-01-16,21:00:00,23.3,4.48,135.8
2024-01-17,00:00:00,20.93,1.29,122.7
2024-01-17,03:00:00,23.91,3.78,131.7
2024-01-17,06:00:00,23.48,2.81,150.5
2024-01-17,09:00:00,25.83,2.13,94.8
2024-01-17,12:00:00,30.28,5.95,149.9
2024-01-17,15:00:00,23.5,3.65,104.9
2024-01-17,18:00:00,28.7,3.88,116.5
2024-01-17,21:00:00,22.27,5.11,83.8
2024-01-18,00:00:00,22.37,2.2,146.7
2024-01-18,03:00:00,28.66,4.16,145.9
2024-01-18,06:00:00,26.23,1.8,124.5
2024-01-18,09:00:00,33.91,2.96,143.6
2024-01-18,12:00:00,24.18,4.2,154.6
2024-01-18,15:00:00,28.8,1.35,123.5
2024-01-18,18:00:00,23.4,4.67,128.5
2024-01-18,21:00:00,24.02,3.85,92.9
2024-01-19,00:00:00,22.76,4.41,129.7
2024-01-19,03:00:00,29.89,4.4,181.2
2024-01-19,06:00:00,23.56,3.4,126.8
2024-01-19,09:00:00,23.89,4.0,110.7
2024-01-19,12:00:00,28.25,3.23,130.5
2024-01-19,15:00:00,30.61,3.12,138.8
2024-01-19,18:00:00,21.49,2.66,94.3
2024-01-19,21:00:00,26.03,3.67,102.5
2024-01-20,00:00:00,24.16,3.5,87.8
2024-01-20,03:00:00,28.29,3.6,142.3
2024-01-20,06:00:00,29.87,6.35,127.3
2024-01-20,09:00:00,26.9,2.83,116.5
2024-01-20,12:00:00,30.61,3.6,111.0
2024-01-20,15:00:00,24.25,3.13,152.0
2024-01-20,18:00:00,28.39,4.04,158.0
2024-01-20,21:00:00,27.47,2.09,146.6
2024-01-21,00:00:00,21.91,4.57,102.8
2024-01-21,03:00:00,23.17,1.53,107.4
2024-01-21,06:00:00,27.79,3.86,148.7
2024-01-21,09:00:00,28.21,4.62,139.3
2024-01-21,12:00:00,30.44,4.74,111.7
2024-01-21,15:00:00,32.66,4.71,62.0
2024-01-21,18:00:00,19.87,4.08,134.6
2024-01-21,21:00:00,22.16,6.5,112.2
2024-01-22,00:00:00,26.25,5.17,106.7
2024-01-22,03:00:00,20.4,3.26,100.4
2024-01-22,06:00:00,28.42,1.84,146.4
2024-01-22,09:00:00,34.89,3.46,111.6
2024-01-22,12:00:00,30.29,3.65,99.0
2024-01-22,15:00:00,23.68,5.76,98.3
2024-01-22,18:00:00,26.56,4.26,141.4
2024-01-22,21:00:00,25.75,2.46,131.3
2024-01-23,00:00:00,25.28,2.01,136.5
2024-01-23,03:00:00,18.6,3.64,90.1
2024-01-23,06:00:00,22.87,4.3,84.0
2024-01-23,09:00:00,28.88,4.58,89.9
2024-01-23,12:00:00,28.39,5.05,107.7
2024-01-23,15:00:00,28.19,4.54,136.8
2024-01-23,18:00:00,30.36,2.82,172.3
2024-01-23,21:00:00,26.53,3.24,86.4
2024-01-24,00:00:00,26.08,3.54,105.6
2024-01-24,03:00:00,27.21,4.71,144.6
2024-01-24,06:00:00,22.72,2.39,88.1
2024-01-24,09:00:00,27.9,5.2,150.5
2024-01-24,12:00:00,32.46,1.77,122.0
2024-01-24,15:00:00,25.55,3.39,127.8
2024-01-24,18:00:00,27.31,1.18,151.2
2024-01-24,21:00:00,22.66,4.2,74.0
2024-01-25,00:00:00,24.32,3.81,167.4
2024-01-25,03:00:00,18.65,3.15,86.0
2024-01-25,06:00:00,21.29,4.94,118.2
2024-01-25,09:00:00,28.75,3.64,111.6
2024-01-25,12:00:00,27.58,1.8,140.6
2024-01-25,15:00:00,29.82,3.2,164.9
2024-01-25,18:00:00,26.46,2.44,133.0
2024-01-25,21:00:00,26.5,1.98,132.6
2024-01-26,00:00:00,26.0,3.16,141.0
2024-01-26,03:00:00,27.61,1.74,138.6
2024-01-26,06:00:00,24.02,2.21,126.6
2024-01-26,09:00:00,25.95,3.66,104.5
2024-01-26,12:00:00,24.71,3.7,108.3
2024-01-26,15:00:00,27.37,2.56,125.1
2024-01-26,18:00:00,25.48,4.74,105.4
2024-01-26,21:00:00,25.29,2.41,66.8
2024-01-27,00:00:00,25.29,3.26,122.9
2024-01-27,03:00:00,27.28,1.97,98.5
2024-01-27,06:00:00,23.04,2.76,183.7
2024-01-27,09:00:00,27.7,3.8,102.0
2024-01-27,12:00:00,28.59,3.18,156.8
2024-01-27,15:00:00,26.27,4.62,108.1
2024-01-27,18:00:00,25.45,2.62,134.0
2024-01-27,21:00:00,23.38,4.47,121.1
2024-01-28,00:00:00,21.59,2.22,133.3
2024-01-28,03:00:00,19.97,4.05,61.4
2024-01-28,06:00:00,27.3,3.73,116.8
2024-01-28,09:00:00,29.33,1.69,107.2
2024-01-28,12:00:00,29.96,4.78,120.1
2024-01-28,15:00:00,28.32,3.41,139.5
2024-01-28,18:00:00,22.99,0.58,146.5
2024-01-28,21:00:00,25.67,1.85,127.8
2024-01-29,00:00:00,27.97,5.91,114.8
2024-01-29,03:00:00,28.13,2.21,137.5
2024-01-29,06:00:00,29.04,2.36,86.6
2024-01-29,09:00:00,33.99,4.86,176.5
2024-01-29,12:00:00,27.46,2.7,169.9
2024-01-29,15:00:00,27.24,1.32,117.6
2024-01-29,18:00:00,28.0,4.04,60.5
2024-01-29,21:00:00,25.2,0.95,176.9
2024-01-30,00:00:00,19.31,2.58,122.6
2024-01-30,03:00:00,22.67,4.9,103.6
2024-01-30,06:00:00,27.24,3.98,129.8
2024-01-30,09:00:00,24.1,5.64,98.2
2024-01-30,12:00:00,25.52,3.12,125.2
2024-01-30,15:00:00,19.51,2.99,148.4
2024-01-30,18:00:00,26.66,3.74,142.5
2024-01-30,21:00:00,25.32,1.73,86.4
2024-01-31,00:00:00,23.5,0.41,118.4
2024-01-31,03:00:00,30.11,3.0,141.9
2024-01-31,06:00:00,16.28,2.41,111.5
2024-01-31,09:00:00,28.0,2.46,144.1
2024-01-31,12:00:00,27.79,2.87,116.7
2024-01-31,15:00:00,29.53,2.3,118.0
2024-01-31,18:00:00,24.5,4.8,120.7
2024-01-31,21:00:00,20.08,3.38,94.7
