data,hora,temperatura_celsius,velocidade_vento_ms,direcao_vento_graus
2026-09-06,00:00:00,16.86,6.29,159.5
2026-09-06,03:00:00,20.09,7.6,151.0
2026-09-06,06:00:00,8.92,2.64,176.1
2026-09-06,09:00:00,23.55,3.49,162.0
2026-09-06,12:00:00,21.79,3.06,176.2
2026-09-06,15:00:00,29.08,5.52,204.9
2026-09-06,18:00:00,10.51,5.55,171.1
2026-09-06,21:00:00,20.01,4.27,158.9
2026-09-07,00:00:00,8.21,4.22,222.8
2026-09-07,03:00:00,18.29,3.66,156.9
2026-09-07,06:00:00,14.13,5.52,127.6
2026-09-07,09:00:00,25.52,3.5,127.7
2026-09-07,12:00:00,19.61,5.94,208.4
2026-09-07,15:00:00,19.73,4.15,177.7
2026-09-07,18:00:00,13.74,3.99,199.3
2026-09-07,21:00:00,15.62,3.86,197.4
2026-09-08,00:00:00,19.68,7.0,107.7
2026-09-08,03:00:00,15.63,4.43,145.0
2026-09-08,06:00:00,22.67,1.23,158.1
2026-09-08,09:00:00,16.94,4.69,153.5
2026-09-08,12:00:00,18.1,3.6,156.3
2026-09-08,15:00:00,25.84,5.11,160.6
2026-09-08,18:00:00,13.32,4.97,165.1
2026-09-08,21:00:00,15.95,3.73,182.1
2026-09-09,00:00:00,13.79,5.0,172.5
2026-09-09,03:00:00,14.42,1.95,175.1
2026-09-09,06:00:00,18.13,4.11,150.5
2026-09-09,09:00:00,24.31,5.35,89.1
2026-09-09,12:00:00,22.82,4.96,187.5
2026-09-09,15:00:00,19.96,3.63,171.0
2026-09-09,18:00:00,23.01,8.23,194.8
2026-09-09,21:00:00,14.23,4.68,155.0
2026-09-10,00:00:00,13.67,5.45,128.7
2026-09-10,03:00:00,19.19,4.86,180.8
2026-09-10,06:00:00,8.96,5.55,197.2
2026-09-10,09:00:00,15.97,4.93,159.4
2026-09-10,12:00:00,23.72,2.7,198.0
2026-09-10,15:00:00,18.22,6.6,172.2
2026-09-10,18:00:00,18.51,6.03,141.6
2026-09-10,21:00:00,20.16,5.15,156.1
2026-09-11,00:00:00,23.7,4.58,158.6
2026-09-11,03:00:00,11.29,3.74,130.1
2026-09-11,06:00:00,15.15,1.98,190.4
2026-09-11,09:00:00,19.31,3.62,117.6
2026-09-11,12:00:00,21.73,2.74,160.2
2026-09-11,15:00:00,21.7,1.08,187.2
2026-09-11,18:00:00,19.57,6.24,202.6
2026-09-11,21:00:00,17.7,2.89,174.7
2026-09-12,00:00:00,11.24,3.04,160.4
2026-09-12,03:00:00,18.77,4.57,214.7
2026-09-12,06:00:00,15.66,4.28,164.1
2026-09-12,09:00:00,21.54,3.33,198.9
2026-09-12,12:00:00,22.01,4.75,155.7
2026-09-12,15:00:00,17.62,6.47,125.3
2026-09-12,18:00:00,18.23,5.29,164.6
2026-09-12,21:00:00,18.52,3.65,158.6
2026-09-13,00:00:00,12.06,5.14,206.3
2026-09-13,03:00:00,17.23,3.04,163.4
2026-09-13,06:00:00,19.76,2.57,204.0
2026-09-13,09:00:00,21.19,5.08,159.4
2026-09-13,12:00:00,24.75,2.51,109.2
2026-09-13,15:00:00,15.55,5.39,182.3
2026-09-13,18:00:00,8.05,3.94,206.2
2026-09-13,21:00:00,15.97,4.37,127.6
2026-09-14,00:00:00,10.03,6.39,178.8
2026-09-14,03:00:00,16.07,6.18,134.3
2026-09-14,06:00:00,11.77,4.35,219.6
2026-09-14,09:00:00,11.72,5.76,151.1
2026-09-14,12:00:00,17.31,3.32,171.6
2026-09-14,15:00:00,23.67,4.91,192.7
2026-09-14,18:00:00,14.47,4.29,168.3
2026-09-14,21:00:00,15.29,1.54,161.6
2026-09-15,00:00:00,14.04,2.32,203.2
2026-09-15,03:00:00,21.58,5.06,178.6
2026-09-15,06:00:00,17.79,4.94,195.9
2026-09-15,09:00:00,25.36,3.5,141.1
2026-09-15,12:00:00,21.67,5.95,184.9
2026-09-15,15:00:00,19.23,3.61,175.9
2026-09-15,18:00:00,19.07,4.3,182.5
2026-09-15,21:00:00,12.4,5.03,147.7
2026-09-16,00:00:00,13.97,7.63,152.3
2026-09-16,03:00:00,14.54,4.45,210.4
2026-09-16,06:00:00,18.19,2.88,139.1
2026-09-16,09:00:00,22.49,3.26,197.3
2026-09-16,12:00:00,13.16,5.65,163.4
2026-09-16,15:00:00,19.5,3.98,164.6
2026-09-16,18:00:00,11.19,8.1,166.0
2026-09-16,21:00:00,16.86,4.2,140.4
2026-09-17,00:00:00,11.73,4.74,177.7
2026-09-17,03:00:00,19.23,5.15,163.6
2026-09-17,06:00:00,19.69,5.71,102.8
2026-09-17,09:00:00,25.3,1.65,155.0
2026-09-17,12:00:00,19.09,6.91,167.3
2026-09-17,15:00:00,16.18,5.1,202.5
2026-09-17,18:00:00,22.66,4.57,155.2
2026-09-17,21:00:00,13.22,3.83,170.8
2026-09-18,00:00:00,19.53,5.43,148.8
2026-09-18,03:00:00,16.72,4.26,186.8
2026-09-18,06:00:00,14.95,4.68,202.4
2026-09-18,09:00:00,25.36,5.37,181.3
2026-09-18,12:00:00,19.32,4.87,195.4
2026-09-18,15:00:00,22.33,4.87,143.8
2026-09-18,18:00:00,16.27,5.53,166.3
2026-09-18,21:00:00,16.47,6.81,128.5
2026-09-19,00:00:00,18.78,4.96,194.0
2026-09-19,03:00:00,15.4,3.97,162.0
2026-09-19,06:00:00,17.96,3.96,207.4
2026-09-19,09:00:00,19.13,5.65,159.7
2026-09-19,12:00:00,21.58,3.22,140.4
2026-09-19,15:00:00,17.77,5.93,161.3
2026-09-19,18:00:00,13.91,5.66,206.4
2026-09-19,21:00:00,17.46,4.83,193.4
2026-09-20,00:00:00,19.23,1.88,156.3
2026-09-20,03:00:00,18.84,4.33,128.4
2026-09-20,06:00:00,14.38,4.54,112.4
2026-09-20,09:00:00,17.35,1.82,187.2
2026-09-20,12:00:00,23.67,4.86,140.6
2026-09-20,15:00:00,11.55,3.69,156.6
2026-09-20,18:00:00,21.02,4.09,172.2
2026-09-20,21:00:00,13.24,2.81,155.5
2026-09-21,00:00:00,23.1,2.74,225.9
2026-09-21,03:00:00,13.89,4.65,143.3
2026-09-21,06:00:00,18.53,4.49,171.5
2026-09-21,09:00:00,22.05,3.33,137.9
2026-09-21,12:00:00,12.28,2.11,126.8
2026-09-21,15:00:00,25.19,4.06,155.1
2026-09-21,18:00:00,21.22,3.34,180.0
2026-09-21,21:00:00,9.51,2.63,173.0
2026-09-22,00:00:00,13.01,3.18,165.8
2026-09-22,03:00:00,14.08,6.38,82.9
2026-09-22,06:00:00,17.69,4.99,171.4
2026-09-22,09:00:00,25.77,4.87,152.7
2026-09-22,12:00:00,24.62,3.25,130.0
2026-09-22,15:00:00,18.08,2.25,145.0
2026-09-22,18:00:00,19.4,6.79,196.1
2026-09-22,21:00:00,16.46,3.02,175.2
2026-09-23,00:00:00,14.91,3.1,167.7
2026-09-23,03:00:00,18.14,4.21,196.6
2026-09-23,06:00:00,16.68,3.95,170.9
2026-09-23,09:00:00,15.65,3.69,182.5
2026-09-23,12:00:00,18.8,3.9,160.8
2026-09-23,15:00:00,15.31,4.78,141.1
2026-09-23,18:00:00,15.85,5.48,150.3
2026-09-23,21:00:00,14.55,4.5,163.3
2026-09-24,00:00:00,20.48,6.49,160.6
2026-09-24,03:00:00,23.5,3.53,195.0
2026-09-24,06:00:00,21.27,4.92,182.3
2026-09-24,09:00:00,18.62,4.3,184.4
2026-09-24,12:00:00,17.28,3.15,140.7
2026-09-24,15:00:00,22.44,2.17,185.0
2026-09-24,18:00:00,18.42,0.21,136.1
2026-09-24,21:00:00,14.67,3.31,179.5
2026-09-25,00:00:00,16.9,5.61,138.6
2026-09-25,03:00:00,18.2,5.47,161.7
2026-09-25,06:00:00,17.28,5.89,178.7
2026-09-25,09:00:00,18.74,3.85,131.4
2026-09-25,12:00:00,17.62,5.25,200.6
2026-09-25,15:00:00,19.36,2.92,156.0
2026-09-25,18:00:00,17.52,5.52,149.4
2026-09-25,21:00:00,13.38,6.0,174.6
2026-09-26,00:00:00,21.96,3.56,124.1
2026-09-26,03:00:00,17.9,6.38,117.2
2026-09-26,06:00:00,17.99,8.49,157.6
2026-09-26,09:00:00,22.39,5.42,161.7
2026-09-26,12:00:00,23.29,2.12,170.6
2026-09-26,15:00:00,21.87,3.84,165.2
2026-09-26,18:00:00,14.16,6.24,207.9
2026-09-26,21:00:00,14.33,6.16,168.2
2026-09-27,00:00:00,13.99,4.8,162.5
2026-09-27,03:00:00,16.68,2.22,167.1
2026-09-27,06:00:00,20.4,3.73,155.4
2026-09-27,09:00:00,16.06,2.19,157.0
2026-09-27,12:00:00,18.83,2.85,201.2
2026-09-27,15:00:00,23.3,3.42,173.7
2026-09-27,18:00:00,17.71,2.42,176.8
2026-09-27,21:00:00,15.55,5.02,179.1
2026-09-28,00:00:00,13.43,5.59,152.4
2026-09-28,03:00:00,17.99,4.34,166.9
2026-09-28,06:00:00,16.16,5.73,174.0
2026-09-28,09:00:00,17.62,2.81,118.4
2026-09-28,12:00:00,20.26,3.52,103.9
2026-09-28,15:00:00,17.77,5.21,151.0
2026-09-28,18:00:00,24.51,5.16,132.8
2026-09-28,21:00:00,17.86,1.22,145.7
2026-09-29,00:00:00,14.67,5.06,156.2
2026-09-29,03:00:00,14.63,3.12,169.8
2026-09-29,06:00:00,17.66,3.58,169.3
2026-09-29,09:00:00,18.27,6.28,148.9
2026-09-29,12:00:00,19.82,1.68,234.7
2026-09-29,15:00:00,23.18,2.82,154.9
2026-09-29,18:00:00,13.14,2.54,189.8
2026-09-29,21:00:00,8.51,2.98,161.8
2026-09-30,00:00:00,16.0,3.76,126.0
2026-09-30,03:00:00,16.6,2.77,193.0
2026-09-30,06:00:00,16.35,4.86,162.3
2026-09-30,09:00:00,18.18,6.33,145.9
2026-09-30,12:00:00,20.54,4.35,138.7
2026-09-30,15:00:00,25.26,6.94,180.1
2026-09-30,18:00:00,23.74,3.58,130.0
2026-09-30,21:00:00,24.64,5.42,118.7
