data,hora,temperatura_celsius,velocidade_vento_ms,direcao_vento_graus
2025-04-22,12:00:00,28.8,5.41,166.7
2025-04-22,15:00:00,19.17,3.74,157.5
2025-04-22,18:00:00,21.33,4.05,215.5
2025-04-22,21:00:00,20.85,3.44,178.1
2025-04-23,00:00:00,21.38,3.54,168.8
2025-04-23,03:00:00,23.89,3.47,162.5
2025-04-23,06:00:00,19.64,4.05,181.2
2025-04-23,09:00:00,23.62,2.05,131.5
2025-04-23,12:00:00,24.13,3.68,133.4
2025-04-23,15:00:00,16.15,4.76,173.4
2025-04-23,18:00:00,26.89,3.32,161.3
2025-04-23,21:00:00,21.92,3.03,128.2
2025-04-24,00:00:00,18.03,2.7,150.2
2025-04-24,03:00:00,20.85,1.99,178.7
2025-04-24,06:00:00,23.38,1.72,146.2
2025-04-24,09:00:00,21.24,2.4,219.3
2025-04-24,12:00:00,21.42,3.77,170.3
2025-04-24,15:00:00,28.4,3.5,207.4
2025-04-24,18:00:00,22.6,2.4,150.6
2025-04-24,21:00:00,17.87,3.38,189.0
2025-04-25,00:00:00,18.54,3.22,164.3
2025-04-25,03:00:00,19.32,3.35,141.8
2025-04-25,06:00:00,22.44,3.95,180.5
2025-04-25,09:00:00,25.19,2.22,142.6
2025-04-25,12:00:00,25.87,3.93,171.7
2025-04-25,15:00:00,25.98,1.77,174.4
2025-04-25,18:00:00,24.71,6.07,137.9
2025-04-25,21:00:00,20.5,4.09,154.7
2025-04-26,00:00:00,21.61,1.29,157.7
2025-04-26,03:00:00,17.71,3.4,140.8
2025-04-26,06:00:00,22.55,3.57,122.8
2025-04-26,09:00:00,17.73,3.56,199.2
2025-04-26,12:00:00,21.77,4.97,125.1
2025-04-26,15:00:00,28.23,3.94,155.8
2025-04-26,18:00:00,25.88,4.36,163.8
2025-04-26,21:00:00,19.16,3.59,153.8
2025-04-27,00:00:00,14.65,1.68,198.3
2025-04-27,03:00:00,21.33,3.11,133.2
2025-04-27,06:00:00,22.54,3.73,145.0
2025-04-27,09:00:00,23.95,5.09,154.8
2025-04-27,12:00:00,29.96,2.92,147.5
2025-04-27,15:00:00,22.3,2.16,165.9
2025-04-27,18:00:00,23.13,2.67,138.0
2025-04-27,21:00:00,19.43,3.42,121.2
2025-04-28,00:00:00,23.88,3.94,150.1
2025-04-28,03:00:00,18.06,4.97,179.7
2025-04-28,06:00:00,21.02,3.33,160.7
2025-04-28,09:00:00,28.71,2.24,202.9
2025-04-28,12:00:00,26.17,4.32,153.9
2025-04-28,15:00:00,19.32,5.32,159.9
2025-04-28,18:00:00,21.16,5.68,142.1
2025-04-28,21:00:00,18.59,1.18,161.2
2025-04-29,00:00:00,18.57,3.12,117.3
2025-04-29,03:00:00,23.22,6.13,178.7
2025-04-29,06:00:00,22.58,3.87,160.1
2025-04-29,09:00:00,23.55,3.23,179.6
2025-04-29,12:00:00,24.97,5.71,167.3
2025-04-29,15:00:00,22.9,6.56,148.1
2025-04-29,18:00:00,15.91,3.05,177.8
2025-04-29,21:00:00,16.4,2.09,172.4
2025-04-30,00:00:00,21.48,3.41,159.2
2025-04-30,03:00:00,16.95,2.0,149.3
2025-04-30,06:00:00,23.16,4.34,164.8
2025-04-30,09:00:00,24.17,3.97,136.4
2025-04-30,12:00:00,23.84,3.14,197.4
2025-04-30,15:00:00,21.22,5.07,160.0
2025-04-30,18:00:00,19.98,4.9,128.4
2025-04-30,21:00:00,22.11,1.98,127.6
