data,hora,temperatura_celsius,velocidade_vento_ms,direcao_vento_graus
2025-03-17,03:00:00,27.75,5.61,100.0
2025-03-17,06:00:00,29.77,3.95,92.8
2025-03-17,09:00:00,18.51,4.7,126.6
2025-03-17,12:00:00,19.95,4.95,160.8
2025-03-17,15:00:00,22.5,3.44,140.0
2025-03-17,18:00:00,25.1,1.76,143.4
2025-03-17,21:00:00,19.4,6.36,99.1
2025-03-18,00:00:00,15.87,2.71,106.1
2025-03-18,03:00:00,23.07,4.96,120.8
2025-03-18,06:00:00,25.18,2.94,143.2
2025-03-18,09:00:00,22.87,2.84,126.9
2025-03-18,12:00:00,27.43,2.83,110.3
2025-03-18,15:00:00,29.91,4.06,118.2
2025-03-18,18:00:00,26.86,3.97,155.9
2025-03-18,21:00:00,24.63,1.3,110.3
2025-03-19,00:00:00,24.0,3.21,97.1
2025-03-19,03:00:00,23.3,4.86,146.6
2025-03-19,06:00:00,17.96,3.49,107.6
2025-03-19,09:00:00,26.98,3.94,104.2
2025-03-19,12:00:00,23.5,2.53,131.4
2025-03-19,15:00:00,29.1,3.28,139.4
2025-03-19,18:00:00,27.86,2.26,127.0
2025-03-19,21:00:00,25.93,5.06,122.7
2025-03-20,00:00:00,23.07,4.25,149.9
2025-03-20,03:00:00,17.98,4.5,123.8
2025-03-20,06:00:00,20.98,4.07,111.5
2025-03-20,09:00:00,23.81,3.17,153.5
2025-03-20,12:00:00,30.55,4.31,133.8
2025-03-20,15:00:00,28.65,2.92,77.9
2025-03-20,18:00:00,26.93,3.0,134.0
2025-03-20,21:00:00,26.23,4.66,70.9
2025-03-21,00:00:00,21.31,4.2,100.6
2025-03-21,03:00:00,26.36,2.61,149.2
2025-03-21,06:00:00,26.86,4.01,92.9
2025-03-21,09:00:00,27.55,4.34,130.2
2025-03-21,12:00:00,31.05,2.31,157.2
2025-03-21,15:00:00,26.06,3.04,141.8
2025-03-21,18:00:00,22.44,3.68,158.6
2025-03-21,21:00:00,28.78,4.38,138.2
2025-03-22,00:00:00,23.96,3.67,146.1
2025-03-22,03:00:00,21.22,3.31,106.1
2025-03-22,06:00:00,23.46,3.58,151.8
2025-03-22,09:00:00,30.54,6.18,152.0
2025-03-22,12:00:00,27.69,2.21,168.9
2025-03-22,15:00:00,28.84,4.51,99.5
2025-03-22,18:00:00,29.11,2.46,139.1
2025-03-22,21:00:00,25.47,4.35,117.8
2025-03-23,00:00:00,19.16,4.38,150.1
2025-03-23,03:00:00,23.05,1.89,111.2
2025-03-23,06:00:00,24.18,2.27,160.4
2025-03-23,09:00:00,34.73,4.87,153.7
2025-03-23,12:00:00,32.04,3.61,159.4
2025-03-23,15:00:00,25.33,4.79,131.2
2025-03-23,18:00:00,23.8,5.1,156.0
2025-03-23,21:00:00,19.53,4.15,116.1
2025-03-24,00:00:00,19.48,4.94,119.7
2025-03-24,03:00:00,26.88,5.06,160.0
2025-03-24,06:00:00,25.02,2.91,149.9
2025-03-24,09:00:00,22.61,2.9,149.7
2025-03-24,12:00:00,26.75,3.79,114.9
2025-03-24,15:00:00,27.26,3.93,118.2
2025-03-24,18:00:00,24.72,2.29,118.6
2025-03-24,21:00:00,24.78,4.92,103.2
2025-03-25,00:00:00,22.4,1.92,97.8
2025-03-25,03:00:00,24.01,6.44,107.2
2025-03-25,06:00:00,24.13,2.45,139.7
2025-03-25,09:00:00,26.73,4.74,151.1
2025-03-25,12:00:00,29.02,2.18,132.0
2025-03-25,15:00:00,24.21,2.92,114.8
2025-03-25,18:00:00,18.17,4.99,119.9
2025-03-25,21:00:00,25.0,3.39,137.3
2025-03-26,00:00:00,21.99,1.37,138.8
2025-03-26,03:00:00,19.86,3.93,148.8
2025-03-26,06:00:00,28.28,2.55,155.0
2025-03-26,09:00:00,31.11,6.49,147.5
2025-03-26,12:00:00,22.41,3.59,158.2
2025-03-26,15:00:00,28.91,3.31,138.6
2025-03-26,18:00:00,24.52,6.14,154.5
2025-03-26,21:00:00,28.59,3.03,107.3
2025-03-27,00:00:00,24.1,5.41,138.0
2025-03-27,03:00:00,23.89,2.36,125.6
2025-03-27,06:00:00,26.03,3.51,128.1
2025-03-27,09:00:00,21.87,5.25,133.5
2025-03-27,12:00:00,28.52,3.42,171.9
2025-03-27,15:00:00,30.5,3.05,124.4
2025-03-27,18:00:00,26.33,3.3,125.4
2025-03-27,21:00:00,23.3,1.44,168.5
2025-03-28,00:00:00,22.47,2.63,119.6
2025-03-28,03:00:00,31.96,5.53,135.5
2025-03-28,06:00:00,25.83,5.55,99.8
2025-03-28,09:00:00,27.14,4.19,99.0
2025-03-28,12:00:00,30.08,5.29,144.2
2025-03-28,15:00:00,26.53,4.04,107.9
2025-03-28,18:00:00,25.25,0.15,110.9
2025-03-28,21:00:00,25.59,1.95,111.4
2025-03-29,00:00:00,24.01,2.38,136.7
2025-03-29,03:00:00,23.24,4.05,124.9
2025-03-29,06:00:00,22.87,2.97,123.9
2025-03-29,09:00:00,29.43,2.7,112.2
2025-03-29,12:00:00,23.78,4.38,132.5
2025-03-29,15:00:00,26.21,3.45,136.0
2025-03-29,18:00:00,22.96,3.45,131.5
2025-03-29,21:00:00,23.21,4.53,127.9
2025-03-30,00:00:00,13.52,2.23,138.2
2025-03-30,03:00:00,20.25,5.35,100.1
2025-03-30,06:00:00,27.23,3.93,151.5
2025-03-30,09:00:00,29.67,5.54,114.1
2025-03-30,12:00:00,31.54,1.46,123.9
2025-03-30,15:00:00,23.05,3.52,123.9
2025-03-30,18:00:00,22.98,4.82,109.5
2025-03-30,21:00:00,21.92,3.63,140.5
2025-03-31,00:00:00,22.91,1.91,130.0
2025-03-31,03:00:00,25.41,4.37,154.5
2025-03-31,06:00:00,25.57,2.49,186.0
2025-03-31,09:00:00,24.02,5.37,146.7
2025-03-31,12:00:00,24.08,3.47,111.0
2025-03-31,15:00:00,23.87,4.48,117.1
2025-03-31,18:00:00,23.25,5.82,147.3
2025-03-31,21:00:00,24.69,5.07,107.4
